label,sentence
0," The smell of hot metal remained to assure us that the light was still there, ready to flash out at a moments notice."
0," To me, with my nerves worked up to a pitch of expectancy, there was something depressing and subduing in the sudden gloom, and in the cold dank air of the vault."
0," They have but one retreat, whispered Holmes."
0, That is back through the house into Saxe-Coburg Square.
0," I hope that you have done what I asked you, Jones? I have an inspector and two officers waiting at the front door."
0, Then we have stopped all the holes.
0, And now we must be silent and wait.
0," What a time it seemed! From comparing notes afterwards it was but an hour and a quarter, yet it appeared to me that the night must have almost gone and the dawn be breaking above us."
0," My limbs were weary and stiff, for I feared to change my position; yet my nerves were worked up to the highest pitch of tension, and my hearing was so acute that I could not only hear the gentle breathing of my companions, but I could distinguish the deeper, heavier in-breath of the bulky Jones from the thin, sighing note of the bank director."
0, From my position I could look over the case in the direction of the floor.
0, Suddenly my eyes caught the glint of a light.
0, At first it was but a lurid spark upon the stone pavement.
0," Then it lengthened out until it became a yellow line, and then, without any warning or sound, a gash seemed to open and a hand appeared, a white, almost womanly hand, which felt about in the centre of the little area of light."
0," For a minute or more the hand, with its writhing fingers, protruded out of the floor."
0," Then it was withdrawn as suddenly as it appeared, and all was dark again save the single lurid spark which marked a chink between the stones."
0," Its disappearance, however, was but momentary."
0," With a rending, tearing sound, one of the broad, white stones turned over upon its side and left a square, gaping hole, through which streamed the light of a lantern."
0," Over the edge there peeped a clean-cut, boyish face, which looked keenly about it, and then, with a hand on either side of the aperture, drew itself shoulder-high and waist-high, until one knee rested upon the edge."
0," In another instant he stood at the side of the hole and was hauling after him a companion, lithe and small like himself, with a pale face and a shock of very red hair."
0," Its all clear, he whispered."
0," Have you the chisel and the bags? Great Scott! Jump, Archie, jump, and Ill swing for it! Sherlock Holmes had sprung out and seized the intruder by the collar."
0," The other dived down the hole, and I heard the sound of rending cloth as Jones clutched at his skirts."
0," The light flashed upon the barrel of a revolver, but Holmes hunting crop came down on the mans wrist, and the pistol clinked upon the stone floor."
0," Its no use, John Clay, said Holmes blandly."
0, You have no chance at all.
0," So I see, the other answered with the utmost coolness."
0," I fancy that my pal is all right, though I see you have got his coat-tails."
0," There are three men waiting for him at the door, said Holmes."
0," Oh, indeed! You seem to have done the thing very completely."
0, I must compliment you.
0," And I you, Holmes answered."
0, Your red-headed idea was very new and effective.
0," Youll see your pal again presently, said Jones."
0, Hes quicker at climbing down holes than I am.
0, Just hold out while I fix the derbies.
0," I beg that you will not touch me with your filthy hands, remarked our prisoner as the handcuffs clattered upon his wrists."
0, You may not be aware that I have royal blood in my veins.
0," Have the goodness, also, when you address me always to say sir and please."
0," All right, said Jones with a stare and a snigger."
0," Well, would you please, sir, march upstairs, where we can get a cab to carry your Highness to the police-station? That is better, said John Clay serenely."
0, He made a sweeping bow to the three of us and walked quietly off in the custody of the detective.
0," Really, Mr."
0," Holmes, said Mr."
0," Merryweather as we followed them from the cellar, I do not know how the bank can thank you or repay you."
0, There is no doubt that you have detected and defeated in the most complete manner one of the most determined attempts at bank robbery that have ever come within my experience.
0, I have had one or two little scores of my own to settle with Mr.
0," John Clay, said Holmes."
0," I have been at some small expense over this matter, which I shall expect the bank to refund, but beyond that I am amply repaid by having had an experience which is in many ways unique, and by hearing the very remarkable narrative of the Red-headed League."
0," You see, Watson, he explained in the early hours of the morning as we sat over a glass of whisky and soda in Baker Street, it was perfectly obvious from the first that the only possible object of this rather fantastic business of the advertisement of the League, and the copying of the Encyclopaedia, must be to get this not over-bright pawnbroker out of the way for a number of hours every day."
0," It was a curious way of managing it, but, really, it would be difficult to suggest a better."
0, The method was no doubt suggested to Clays ingenious mind by the colour of his accomplices hair.
0," The آ£4 a week was a lure which must draw him, and what was it to them, who were playing for thousands? They put in the advertisement, one rogue has the temporary office, the other rogue incites the man to apply for it, and together they manage to secure his absence every morning in the week."
0," From the time that I heard of the assistant having come for half wages, it was obvious to me that he had some strong motive for securing the situation."
0," But how could you guess what the motive was? Had there been women in the house, I should have suspected a mere vulgar intrigue."
0," That, however, was out of the question."
0," The mans business was a small one, and there was nothing in his house which could account for such elaborate preparations, and such an expenditure as they were at."
0," It must, then, be something out of the house."
0," What could it be? I thought of the assistants fondness for photography, and his trick of vanishing into the cellar."
0, The cellar! There was the end of this tangled clue.
0, Then I made inquiries as to this mysterious assistant and found that I had to deal with one of the coolest and most daring criminals in London.
0, He was doing something in the cellar--something which took many hours a day for months on end.
0," What could it be, once more? I could think of nothing save that he was running a tunnel to some other building."
0, So far I had got when we went to visit the scene of action.
0, I surprised you by beating upon the pavement with my stick.
0, I was ascertaining whether the cellar stretched out in front or behind.
0, It was not in front.
0," Then I rang the bell, and, as I hoped, the assistant answered it."
0," We have had some skirmishes, but we had never set eyes upon each other before."
0, I hardly looked at his face.
0, His knees were what I wished to see.
0," You must yourself have remarked how worn, wrinkled, and stained they were."
0, They spoke of those hours of burrowing.
0, The only remaining point was what they were burrowing for.
0," I walked round the corner, saw the City and Suburban Bank abutted on our friends premises, and felt that I had solved my problem."
0," When you drove home after the concert I called upon Scotland Yard and upon the chairman of the bank directors, with the result that you have seen."
0, And how could you tell that they would make their attempt to-night? I asked.
0," Well, when they closed their League offices that was a sign that they cared no longer about Mr."
0," Jabez Wilsons presence--in other words, that they had completed their tunnel."
0," But it was essential that they should use it soon, as it might be discovered, or the bullion might be removed."
0," Saturday would suit them better than any other day, as it would give them two days for their escape."
0, For all these reasons I expected them to come to-night.
0," You reasoned it out beautifully, I exclaimed in unfeigned admiration."
0," It is so long a chain, and yet every link rings true."
0," It saved me from ennui, he answered, yawning."
0, Alas! I already feel it closing in upon me.
0, My life is spent in one long effort to escape from the commonplaces of existence.
0, These little problems help me to do so.
0," And you are a benefactor of the race, said I."
0, He shrugged his shoulders.
0," Well, perhaps, after all, it is of some little use, he remarked."
0," Lhomme cest rien--loeuvre cest tout, as Gustave Flaubert wrote to George Sand."
0,"   A CASE OF IDENTITY My dear fellow, said Sherlock Holmes as we sat on either side of the fire in his lodgings at Baker Street, life is infinitely stranger than anything which the mind of man could invent."
0, We would not dare to conceive the things which are really mere commonplaces of existence.
0," If we could fly out of that window hand in hand, hover over this great city, gently remove the roofs, and peep in at the queer things which are going on, the strange coincidences, the plannings, the cross-purposes, the wonderful chains of events, working through generations, and leading to the most outrأ© results, it would make all fiction with its conventionalities and foreseen conclusions most stale and unprofitable."
0," And yet I am not convinced of it, I answered."
0," The cases which come to light in the papers are, as a rule, bald enough, and vulgar enough."
0," We have in our police reports realism pushed to its extreme limits, and yet the result is, it must be confessed, neither fascinating nor artistic."
0," A certain selection and discretion must be used in producing a realistic effect, remarked Holmes."
0," This is wanting in the police report, where more stress is laid, perhaps, upon the platitudes of the magistrate than upon the details, which to an observer contain the vital essence of the whole matter."
0," Depend upon it, there is nothing so unnatural as the commonplace."
0, I smiled and shook my head.
0, I can quite understand your thinking so.
0, I said.
0," Of course, in your position of unofficial adviser and helper to everybody who is absolutely puzzled, throughout three continents, you are brought in contact with all that is strange and bizarre."
0, But here--I picked up the morning paper from the ground--let us put it to a practical test.
0, Here is the first heading upon which I come.
0, A husbands cruelty to his wife.
0," There is half a column of print, but I know without reading it that it is all perfectly familiar to me."
0," There is, of course, the other woman, the drink, the push, the blow, the bruise, the sympathetic sister or landlady."
0, The crudest of writers could invent nothing more crude.
0," Indeed, your example is an unfortunate one for your argument, said Holmes, taking the paper and glancing his eye down it."
0," This is the Dundas separation case, and, as it happens, I was engaged in clearing up some small points in connection with it."
0," The husband was a teetotaler, there was no other woman, and the conduct complained of was that he had drifted into the habit of winding up every meal by taking out his false teeth and hurling them at his wife, which, you will allow, is not an action likely to occur to the imagination of the average story-teller."
0," Take a pinch of snuff, Doctor, and acknowledge that I have scored over you in your example."
0," He held out his snuffbox of old gold, with a great amethyst in the centre of the lid."
0, Its splendour was in such contrast to his homely ways and simple life that I could not help commenting upon it.
0," Ah, said he, I forgot that I had not seen you for some weeks."
0, It is a little souvenir from the King of Bohemia in return for my assistance in the case of the Irene Adler papers.
0," And the ring? I asked, glancing at a remarkable brilliant which sparkled upon his finger."
0," It was from the reigning family of Holland, though the matter in which I served them was of such delicacy that I cannot confide it even to you, who have been good enough to chronicle one or two of my little problems."
0, And have you any on hand just now? I asked with interest.
0," Some ten or twelve, but none which present any feature of interest."
0," They are important, you understand, without being interesting."
0," Indeed, I have found that it is usually in unimportant matters that there is a field for the observation, and for the quick analysis of cause and effect which gives the charm to an investigation."
0," The larger crimes are apt to be the simpler, for the bigger the crime the more obvious, as a rule, is the motive."
0," In these cases, save for one rather intricate matter which has been referred to me from Marseilles, there is nothing which presents any features of interest."
0," It is possible, however, that I may have something better before very many minutes are over, for this is one of my clients, or I am much mistaken."
0, He had risen from his chair and was standing between the parted blinds gazing down into the dull neutral-tinted London street.
0," Looking over his shoulder, I saw that on the pavement opposite there stood a large woman with a heavy fur boa round her neck, and a large curling red feather in a broad-brimmed hat which was tilted in a coquettish Duchess of Devonshire fashion over her ear."
0," From under this great panoply she peeped up in a nervous, hesitating fashion at our windows, while her body oscillated backward and forward, and her fingers fidgeted with her glove buttons."
0," Suddenly, with a plunge, as of the swimmer who leaves the bank, she hurried across the road, and we heard the sharp clang of the bell."
0," I have seen those symptoms before, said Holmes, throwing his cigarette into the fire."
0, Oscillation upon the pavement always means an affaire de coeur.
0," She would like advice, but is not sure that the matter is not too delicate for communication."
0, And yet even here we may discriminate.
0," When a woman has been seriously wronged by a man she no longer oscillates, and the usual symptom is a broken bell wire."
0," Here we may take it that there is a love matter, but that the maiden is not so much angry as perplexed, or grieved."
0, But here she comes in person to resolve our doubts.
0," As he spoke there was a tap at the door, and the boy in buttons entered to announce Miss Mary Sutherland, while the lady herself loomed behind his small black figure like a full-sailed merchant-man behind a tiny pilot boat."
0," Sherlock Holmes welcomed her with the easy courtesy for which he was remarkable, and, having closed the door and bowed her into an armchair, he looked her over in the minute and yet abstracted fashion which was peculiar to him."
0," Do you not find, he said, that with your short sight it is a little trying to do so much typewriting? I did at first, she answered, but now I know where the letters are without looking."
0," Then, suddenly realising the full purport of his words, she gave a violent start and looked up, with fear and astonishment upon her broad, good-humoured face."
0," Youve heard about me, Mr."
0," Holmes, she cried, else how could you know all that? Never mind, said Holmes, laughing; it is my business to know things."
0, Perhaps I have trained myself to see what others overlook.
0," If not, why should you come to consult me? I came to you, sir, because I heard of you from Mrs."
0," Etherege, whose husband you found so easy when the police and everyone had given him up for dead."
0," Oh, Mr."
0," Holmes, I wish you would do as much for me."
0," Im not rich, but still I have a hundred a year in my own right, besides the little that I make by the machine, and I would give it all to know what has become of Mr."
0, Hosmer Angel.
0," Why did you come away to consult me in such a hurry? asked Sherlock Holmes, with his finger-tips together and his eyes to the ceiling."
0, Again a startled look came over the somewhat vacuous face of Miss Mary Sutherland.
0," Yes, I did bang out of the house, she said, for it made me angry to see the easy way in which Mr."
0," Windibank--that is, my father--took it all."
0," He would not go to the police, and he would not go to you, and so at last, as he would do nothing and kept on saying that there was no harm done, it made me mad, and I just on with my things and came right away to you."
0," Your father, said Holmes, your stepfather, surely, since the name is different."
0," Yes, my stepfather."
0," I call him father, though it sounds funny, too, for he is only five years and two months older than myself."
0," And your mother is alive? Oh, yes, mother is alive and well."
0," I wasnt best pleased, Mr."
0," Holmes, when she married again so soon after fathers death, and a man who was nearly fifteen years younger than herself."
0," Father was a plumber in the Tottenham Court Road, and he left a tidy business behind him, which mother carried on with Mr."
0," Hardy, the foreman; but when Mr."
0," Windibank came he made her sell the business, for he was very superior, being a traveller in wines."
0," They got آ£4700 for the goodwill and interest, which wasnt near as much as father could have got if he had been alive."
0," I had expected to see Sherlock Holmes impatient under this rambling and inconsequential narrative, but, on the contrary, he had listened with the greatest concentration of attention."
0," Your own little income, he asked, does it come out of the business? Oh, no, sir."
0, It is quite separate and was left me by my uncle Ned in Auckland.
0," It is in New Zealand stock, paying 4آ½ per cent."
0," Two thousand five hundred pounds was the amount, but I can only touch the interest."
0," You interest me extremely, said Holmes."
0," And since you draw so large a sum as a hundred a year, with what you earn into the bargain, you no doubt travel a little and indulge yourself in every way."
0, I believe that a single lady can get on very nicely upon an income of about آ£60.
0," I could do with much less than that, Mr."
0," Holmes, but you understand that as long as I live at home I dont wish to be a burden to them, and so they have the use of the money just while I am staying with them."
0," Of course, that is only just for the time."
0, Mr.
0," Windibank draws my interest every quarter and pays it over to mother, and I find that I can do pretty well with what I earn at typewriting."
0," It brings me twopence a sheet, and I can often do from fifteen to twenty sheets in a day."
0," You have made your position very clear to me, said Holmes."
0," This is my friend, Dr."
0," Watson, before whom you can speak as freely as before myself."
0, Kindly tell us now all about your connection with Mr.
0, Hosmer Angel.
0," A flush stole over Miss Sutherlands face, and she picked nervously at the fringe of her jacket."
0," I met him first at the gasfitters ball, she said."
0," They used to send father tickets when he was alive, and then afterwards they remembered us, and sent them to mother."
0, Mr.
0, Windibank did not wish us to go.
0, He never did wish us to go anywhere.
0, He would get quite mad if I wanted so much as to join a Sunday-school treat.
0," But this time I was set on going, and I would go; for what right had he to prevent? He said the folk were not fit for us to know, when all fathers friends were to be there."
0," And he said that I had nothing fit to wear, when I had my purple plush that I had never so much as taken out of the drawer."
0," At last, when nothing else would do, he went off to France upon the business of the firm, but we went, mother and I, with Mr."
0," Hardy, who used to be our foreman, and it was there I met Mr."
0, Hosmer Angel.
0," I suppose, said Holmes, that when Mr."
0, Windibank came back from France he was very annoyed at your having gone to the ball.
0," Oh, well, he was very good about it."
0," He laughed, I remember, and shrugged his shoulders, and said there was no use denying anything to a woman, for she would have her way."
0, I see.
0," Then at the gasfitters ball you met, as I understand, a gentleman called Mr."
0, Hosmer Angel.
0," Yes, sir."
0," I met him that night, and he called next day to ask if we had got home all safe, and after that we met him--that is to say, Mr."
0," Holmes, I met him twice for walks, but after that father came back again, and Mr."
0, Hosmer Angel could not come to the house any more.
0," No? Well, you know father didnt like anything of the sort."
0," He wouldnt have any visitors if he could help it, and he used to say that a woman should be happy in her own family circle."
0," But then, as I used to say to mother, a woman wants her own circle to begin with, and I had not got mine yet."
0, But how about Mr.
0," Hosmer Angel? Did he make no attempt to see you? Well, father was going off to France again in a week, and Hosmer wrote and said that it would be safer and better not to see each other until he had gone."
0," We could write in the meantime, and he used to write every day."
0," I took the letters in in the morning, so there was no need for father to know."
0," Were you engaged to the gentleman at this time? Oh, yes, Mr."
0, Holmes.
0, We were engaged after the first walk that we took.
0, Hosmer--Mr.
0," Angel--was a cashier in an office in Leadenhall Street--and-- What office? Thats the worst of it, Mr."
0," Holmes, I dont know."
0," Where did he live, then? He slept on the premises."
0, And you dont know his address? No--except that it was Leadenhall Street.
0," Where did you address your letters, then? To the Leadenhall Street Post Office, to be left till called for."
0," He said that if they were sent to the office he would be chaffed by all the other clerks about having letters from a lady, so I offered to typewrite them, like he did his, but he wouldnt have that, for he said that when I wrote them they seemed to come from me, but when they were typewritten he always felt that the machine had come between us."
0," That will just show you how fond he was of me, Mr."
0," Holmes, and the little things that he would think of."
0," It was most suggestive, said Holmes."
0, It has long been an axiom of mine that the little things are infinitely the most important.
0,  Can you remember any other little things about Mr.
0," Hosmer Angel? He was a very shy man, Mr."
0, Holmes.
0," He would rather walk with me in the evening than in the daylight, for he said that he hated to be conspicuous."
0, Very retiring and gentlemanly he was.
0, Even his voice was gentle.
0," Hed had the quinsy and swollen glands when he was young, he told me, and it had left him with a weak throat, and a hesitating, whispering fashion of speech."
0," He was always well dressed, very neat and plain, but his eyes were weak, just as mine are, and he wore tinted glasses against the glare."
0," Well, and what happened when Mr."
0," Windibank, your stepfather, returned to France? Mr."
0, Hosmer Angel came to the house again and proposed that we should marry before father came back.
0," He was in dreadful earnest and made me swear, with my hands on the Testament, that whatever happened I would always be true to him."
0," Mother said he was quite right to make me swear, and that it was a sign of his passion."
0, Mother was all in his favour from the first and was even fonder of him than I was.
0," Then, when they talked of marrying within the week, I began to ask about father; but they both said never to mind about father, but just to tell him afterwards, and mother said she would make it all right with him."
0," I didnt quite like that, Mr."
0, Holmes.
0," It seemed funny that I should ask his leave, as he was only a few years older than me; but I didnt want to do anything on the sly, so I wrote to father at Bordeaux, where the company has its French offices, but the letter came back to me on the very morning of the wedding."
0," It missed him, then? Yes, sir; for he had started to England just before it arrived."
0, Ha! that was unfortunate.
0," Your wedding was arranged, then, for the Friday."
0," Was it to be in church? Yes, sir, but very quietly."
0, It was to be at St.
0," Saviours, near Kings Cross, and we were to have breakfast afterwards at the St."
0, Pancras Hotel.
0," Hosmer came for us in a hansom, but as there were two of us he put us both into it and stepped himself into a four-wheeler, which happened to be the only other cab in the street."
0," We got to the church first, and when the four-wheeler drove up we waited for him to step out, but he never did, and when the cabman got down from the box and looked there was no one there! The cabman said that he could not imagine what had become of him, for he had seen him get in with his own eyes."
0," That was last Friday, Mr."
0," Holmes, and I have never seen or heard anything since then to throw any light upon what became of him."
0," It seems to me that you have been very shamefully treated, said Holmes."
0," Oh, no, sir! He was too good and kind to leave me so."
0," Why, all the morning he was saying to me that, whatever happened, I was to be true; and that even if something quite unforeseen occurred to separate us, I was always to remember that I was pledged to him, and that he would claim his pledge sooner or later."
0," It seemed strange talk for a wedding-morning, but what has happened since gives a meaning to it."
0, Most certainly it does.
0," Your own opinion is, then, that some unforeseen catastrophe has occurred to him? Yes, sir."
0," I believe that he foresaw some danger, or else he would not have talked so."
0, And then I think that what he foresaw happened.
0, But you have no notion as to what it could have been? None.
0, One more question.
0," How did your mother take the matter? She was angry, and said that I was never to speak of the matter again."
0," And your father? Did you tell him? Yes; and he seemed to think, with me, that something had happened, and that I should hear of Hosmer again."
0," As he said, what interest could anyone have in bringing me to the doors of the church, and then leaving me? Now, if he had borrowed my money, or if he had married me and got my money settled on him, there might be some reason, but Hosmer was very independent about money and never would look at a shilling of mine."
0," And yet, what could have happened? And why could he not write? Oh, it drives me half-mad to think of it, and I cant sleep a wink at night."
0, She pulled a little handkerchief out of her muff and began to sob heavily into it.
0," I shall glance into the case for you, said Holmes, rising, and I have no doubt that we shall reach some definite result."
0," Let the weight of the matter rest upon me now, and do not let your mind dwell upon it further."
0," Above all, try to let Mr."
0," Hosmer Angel vanish from your memory, as he has done from your life."
0, Then you dont think Ill see him again? I fear not.
0, Then what has happened to him? You will leave that question in my hands.
0, I should like an accurate description of him and any letters of his which you can spare.
0," I advertised for him in last Saturdays Chronicle, said she."
0, Here is the slip and here are four letters from him.
0, Thank you.
0, And your address? No.
0," 31 Lyon Place, Camberwell."
0, Mr.
0," Angels address you never had, I understand."
0," Where is your fathers place of business? He travels for Westhouse & Marbank, the great claret importers of Fenchurch Street."
0, Thank you.
0, You have made your statement very clearly.
0," You will leave the papers here, and remember the advice which I have given you."
0," Let the whole incident be a sealed book, and do not allow it to affect your life."
0," You are very kind, Mr."
0," Holmes, but I cannot do that."
0, I shall be true to Hosmer.
0, He shall find me ready when he comes back.
0," For all the preposterous hat and the vacuous face, there was something noble in the simple faith of our visitor which compelled our respect."
0," She laid her little bundle of papers upon the table and went her way, with a promise to come again whenever she might be summoned."
0," Sherlock Holmes sat silent for a few minutes with his fingertips still pressed together, his legs stretched out in front of him, and his gaze directed upward to the ceiling."
0," Then he took down from the rack the old and oily clay pipe, which was to him as a counsellor, and, having lit it, he leaned back in his chair, with the thick blue cloud-wreaths spinning up from him, and a look of infinite languor in his face."
0," Quite an interesting study, that maiden, he observed."
0," I found her more interesting than her little problem, which, by the way, is rather a trite one."
0," You will find parallel cases, if you consult my index, in Andover in 77, and there was something of the sort at The Hague last year."
0," Old as is the idea, however, there were one or two details which were new to me."
0, But the maiden herself was most instructive.
0," You appeared to read a good deal upon her which was quite invisible to me, I remarked."
0," Not invisible but unnoticed, Watson."
0," You did not know where to look, and so you missed all that was important."
0," I can never bring you to realise the importance of sleeves, the suggestiveness of thumb-nails, or the great issues that may hang from a boot-lace."
0," Now, what did you gather from that womans appearance? Describe it."
0," Well, she had a slate-coloured, broad-brimmed straw hat, with a feather of a brickish red."
0," Her jacket was black, with black beads sewn upon it, and a fringe of little black jet ornaments."
0," Her dress was brown, rather darker than coffee colour, with a little purple plush at the neck and sleeves."
0, Her gloves were greyish and were worn through at the right forefinger.
0, Her boots I didnt observe.
0," She had small round, hanging gold earrings, and a general air of being fairly well-to-do in a vulgar, comfortable, easy-going way."
0, Sherlock Holmes clapped his hands softly together and chuckled.
0," Pon my word, Watson, you are coming along wonderfully."
0, You have really done very well indeed.
0," It is true that you have missed everything of importance, but you have hit upon the method, and you have a quick eye for colour."
0," Never trust to general impressions, my boy, but concentrate yourself upon details."
0, My first glance is always at a womans sleeve.
0, In a man it is perhaps better first to take the knee of the trouser.
0," As you observe, this woman had plush upon her sleeves, which is a most useful material for showing traces."
0," The double line a little above the wrist, where the typewritist presses against the table, was beautifully defined."
0," The sewing-machine, of the hand type, leaves a similar mark, but only on the left arm, and on the side of it farthest from the thumb, instead of being right across the broadest part, as this was."
0," I then glanced at her face, and, observing the dint of a pince-nez at either side of her nose, I ventured a remark upon short sight and typewriting, which seemed to surprise her."
0, It surprised me.
0," But, surely, it was obvious."
0," I was then much surprised and interested on glancing down to observe that, though the boots which she was wearing were not unlike each other, they were really odd ones; the one having a slightly decorated toe-cap, and the other a plain one."
0," One was buttoned only in the two lower buttons out of five, and the other at the first, third, and fifth."
0," Now, when you see that a young lady, otherwise neatly dressed, has come away from home with odd boots, half-buttoned, it is no great deduction to say that she came away in a hurry."
0," And what else? I asked, keenly interested, as I always was, by my friends incisive reasoning."
0," I noted, in passing, that she had written a note before leaving home but after being fully dressed."
0," You observed that her right glove was torn at the forefinger, but you did not apparently see that both glove and finger were stained with violet ink."
0, She had written in a hurry and dipped her pen too deep.
0," It must have been this morning, or the mark would not remain clear upon the finger."
0," All this is amusing, though rather elementary, but I must go back to business, Watson."
0, Would you mind reading me the advertised description of Mr.
0, Hosmer Angel? I held the little printed slip to the light.
0," Missing, it said, on the morning of the fourteenth, a gentleman named Hosmer Angel."
0, About five ft.
0, seven in.
0," in height; strongly built, sallow complexion, black hair, a little bald in the centre, bushy, black side-whiskers and moustache; tinted glasses, slight infirmity of speech."
0," Was dressed, when last seen, in black frock-coat faced with silk, black waistcoat, gold Albert chain, and grey Harris tweed trousers, with brown gaiters over elastic-sided boots."
0, Known to have been employed in an office in Leadenhall Street.
0," Anybody bringing-- That will do, said Holmes."
0," As to the letters, he continued, glancing over them, they are very commonplace."
0, Absolutely no clue in them to Mr.
0," Angel, save that he quotes Balzac once."
0," There is one remarkable point, however, which will no doubt strike you."
0," They are typewritten, I remarked."
0," Not only that, but the signature is typewritten."
0, Look at the neat little Hosmer Angel at the bottom.
0," There is a date, you see, but no superscription except Leadenhall Street, which is rather vague."
0," The point about the signature is very suggestive--in fact, we may call it conclusive."
0," Of what? My dear fellow, is it possible you do not see how strongly it bears upon the case? I cannot say that I do unless it were that he wished to be able to deny his signature if an action for breach of promise were instituted."
0," No, that was not the point."
0," However, I shall write two letters, which should settle the matter."
0," One is to a firm in the City, the other is to the young ladys stepfather, Mr."
0," Windibank, asking him whether he could meet us here at six oclock tomorrow evening."
0, It is just as well that we should do business with the male relatives.
0," And now, Doctor, we can do nothing until the answers to those letters come, so we may put our little problem upon the shelf for the interim."
0, I had had so many reasons to believe in my friends subtle powers of reasoning and extraordinary energy in action that I felt that he must have some solid grounds for the assured and easy demeanour with which he treated the singular mystery which he had been called upon to fathom.
0," Once only had I known him to fail, in the case of the King of Bohemia and of the Irene Adler photograph; but when I looked back to the weird business of the Sign of Four, and the extraordinary circumstances connected with the Study in Scarlet, I felt that it would be a strange tangle indeed which he could not unravel."
0," I left him then, still puffing at his black clay pipe, with the conviction that when I came again on the next evening I would find that he held in his hands all the clues which would lead up to the identity of the disappearing bridegroom of Miss Mary Sutherland."
0," A professional case of great gravity was engaging my own attention at the time, and the whole of next day I was busy at the bedside of the sufferer."
0," It was not until close upon six oclock that I found myself free and was able to spring into a hansom and drive to Baker Street, half afraid that I might be too late to assist at the dأ©nouement of the little mystery."
0," I found Sherlock Holmes alone, however, half asleep, with his long, thin form curled up in the recesses of his armchair."
0," A formidable array of bottles and test-tubes, with the pungent cleanly smell of hydrochloric acid, told me that he had spent his day in the chemical work which was so dear to him."
0," Well, have you solved it? I asked as I entered."
0, Yes.
0, It was the bisulphate of baryta.
0," No, no, the mystery! I cried."
0," Oh, that! I thought of the salt that I have been working upon."
0," There was never any mystery in the matter, though, as I said yesterday, some of the details are of interest."
0," The only drawback is that there is no law, I fear, that can touch the scoundrel."
0," Who was he, then, and what was his object in deserting Miss Sutherland? The question was hardly out of my mouth, and Holmes had not yet opened his lips to reply, when we heard a heavy footfall in the passage and a tap at the door."
0," This is the girls stepfather, Mr."
0," James Windibank, said Holmes."
0, He has written to me to say that he would be here at six.
0," Come in! The man who entered was a sturdy, middle-sized fellow, some thirty years of age, clean-shaven, and sallow-skinned, with a bland, insinuating manner, and a pair of wonderfully sharp and penetrating grey eyes."
0," He shot a questioning glance at each of us, placed his shiny top-hat upon the sideboard, and with a slight bow sidled down into the nearest chair."
0," Good-evening, Mr."
0," James Windibank, said Holmes."
0," I think that this typewritten letter is from you, in which you made an appointment with me for six oclock? Yes, sir."
0," I am afraid that I am a little late, but I am not quite my own master, you know."
0," I am sorry that Miss Sutherland has troubled you about this little matter, for I think it is far better not to wash linen of the sort in public."
0," It was quite against my wishes that she came, but she is a very excitable, impulsive girl, as you may have noticed, and she is not easily controlled when she has made up her mind on a point."
0," Of course, I did not mind you so much, as you are not connected with the official police, but it is not pleasant to have a family misfortune like this noised abroad."
0," Besides, it is a useless expense, for how could you possibly find this Hosmer Angel? On the contrary, said Holmes quietly; I have every reason to believe that I will succeed in discovering Mr."
0, Hosmer Angel.
0, Mr.
0, Windibank gave a violent start and dropped his gloves.
0," I am delighted to hear it, he said."
0," It is a curious thing, remarked Holmes, that a typewriter has really quite as much individuality as a mans handwriting."
0," Unless they are quite new, no two of them write exactly alike."
0," Some letters get more worn than others, and some wear only on one side."
0," Now, you remark in this note of yours, Mr."
0," Windibank, that in every case there is some little slurring over of the e, and a slight defect in the tail of the r."
0," There are fourteen other characteristics, but those are the more obvious."
0," We do all our correspondence with this machine at the office, and no doubt it is a little worn, our visitor answered, glancing keenly at Holmes with his bright little eyes."
0," And now I will show you what is really a very interesting study, Mr."
0," Windibank, Holmes continued."
0, I think of writing another little monograph some of these days on the typewriter and its relation to crime.
0, It is a subject to which I have devoted some little attention.
0, I have here four letters which purport to come from the missing man.
0, They are all typewritten.
0," In each case, not only are the es slurred and the rs tailless, but you will observe, if you care to use my magnifying lens, that the fourteen other characteristics to which I have alluded are there as well."
0, Mr.
0, Windibank sprang out of his chair and picked up his hat.
0," I cannot waste time over this sort of fantastic talk, Mr."
0," Holmes, he said."
0," If you can catch the man, catch him, and let me know when you have done it."
0," Certainly, said Holmes, stepping over and turning the key in the door."
0," I let you know, then, that I have caught him! What! where? shouted Mr."
0," Windibank, turning white to his lips and glancing about him like a rat in a trap."
0," Oh, it wont do--really it wont, said Holmes suavely."
0," There is no possible getting out of it, Mr."
0, Windibank.
0," It is quite too transparent, and it was a very bad compliment when you said that it was impossible for me to solve so simple a question."
0, Thats right! Sit down and let us talk it over.
0," Our visitor collapsed into a chair, with a ghastly face and a glitter of moisture on his brow."
0," It--its not actionable, he stammered."
0, I am very much afraid that it is not.
0," But between ourselves, Windibank, it was as cruel and selfish and heartless a trick in a petty way as ever came before me."
0," Now, let me just run over the course of events, and you will contradict me if I go wrong."
0," The man sat huddled up in his chair, with his head sunk upon his breast, like one who is utterly crushed."
0," Holmes stuck his feet up on the corner of the mantelpiece and, leaning back with his hands in his pockets, began talking, rather to himself, as it seemed, than to us."
0," The man married a woman very much older than himself for her money, said he, and he enjoyed the use of the money of the daughter as long as she lived with them."
